,brand,ram,storage,battery,charging,price
0,27,0.3743890518084066,0.1111111111111111,0.4301075268817204,0.1966173361522198,0.1304347826086956
1,31,0.3743890518084066,0.1111111111111111,0.4946236559139785,0.3657505285412262,0.0905272001680319
2,2,0.4995112414467253,0.1111111111111111,0.3763440860215054,0.1543340380549683,0.3404746901911363
3,2,0.4995112414467253,0.238095238095238,0.3763440860215054,0.1543340380549683,0.4013862633900441
4,2,0.4995112414467253,0.492063492063492,0.3763440860215054,0.1543340380549683,0.5085066162570888
5,2,0.4995112414467253,0.238095238095238,0.3763440860215054,0.1543340380549683,0.6471329552614997
6,2,0.4995112414467253,0.492063492063492,0.3763440860215054,0.1543340380549683,0.7857592942659105
7,2,0.4995112414467253,1.0,0.3763440860215054,0.1543340380549683,0.9033816425120772
8,27,0.4995112414467253,0.1111111111111111,0.4301075268817204,0.3657505285412262,0.1976475530350766
9,27,0.4995112414467253,0.238095238095238,0.4301075268817204,0.3657505285412262,0.2186515437933207
10,27,0.7497556207233627,0.238095238095238,0.4301075268817204,0.3657505285412262,0.2396555345515648
11,27,0.7497556207233627,0.238095238095238,0.4301075268817204,0.3657505285412262,0.6009241755933628
12,27,0.7497556207233627,0.492063492063492,0.4301075268817204,0.3657505285412262,0.6597353497164461
13,27,0.7497556207233627,1.0,0.4301075268817204,0.3657505285412262,0.7920604914933838
14,35,0.4995112414467253,0.238095238095238,0.4838709677419355,0.2642706131078224,0.1241335853812224
15,35,0.3743890518084066,0.1111111111111111,0.4838709677419355,0.2642706131078224,0.0884268010922075
16,35,0.4995112414467253,0.238095238095238,0.4838709677419355,0.3657505285412262,0.1535391724427641
17,26,1.0,0.492063492063492,0.4946236559139785,0.6617336152219873,0.9369880277252678
18,26,0.7497556207233627,0.238095238095238,0.4946236559139785,0.6617336152219873,0.3194706994328922
19,26,0.7497556207233627,0.492063492063492,0.4946236559139785,0.6617336152219873,0.3404746901911363
20,31,0.4995112414467253,0.1111111111111111,0.5376344086021505,0.3657505285412262,0.1115311909262759
21,31,0.4995112414467253,0.238095238095238,0.5376344086021505,0.3657505285412262,0.1283343835328712
22,31,0.4995112414467253,0.492063492063492,0.5376344086021505,0.3657505285412262,0.13253518168452
23,28,0.4995112414467253,0.238095238095238,0.4301075268817204,0.6617336152219873,0.1493383742911153
24,32,0.7497556207233627,0.238095238095238,0.5161290322580645,0.281183932346723,0.1493383742911153
25,32,0.7497556207233627,0.238095238095238,0.6021505376344086,0.5433403805496828,0.1808443604284814
26,33,0.4995112414467253,0.1111111111111111,0.4301075268817204,0.1374207188160676,0.0674228103339634
27,34,0.2492668621700879,0.0476190476190476,0.4301075268817204,0.0697674418604651,0.0317160260449485
