,brand,ram,storage,battery,charging,price
0,Samsung,0.37438905180840665,0.1111111111111111,0.4301075268817204,0.19661733615221988,0.13043478260869565
1,realme,0.37438905180840665,0.1111111111111111,0.4946236559139785,0.36575052854122625,0.09052720016803192
2,iPhone,0.4995112414467253,0.1111111111111111,0.3763440860215054,0.1543340380549683,0.34047469019113635
3,iPhone,0.4995112414467253,0.23809523809523808,0.3763440860215054,0.1543340380549683,0.40138626339004413
4,iPhone,0.4995112414467253,0.49206349206349204,0.3763440860215054,0.1543340380549683,0.5085066162570888
5,iPhone,0.4995112414467253,0.23809523809523808,0.3763440860215054,0.1543340380549683,0.6471329552614997
6,iPhone,0.4995112414467253,0.49206349206349204,0.3763440860215054,0.1543340380549683,0.7857592942659105
7,iPhone,0.4995112414467253,1.0,0.3763440860215054,0.1543340380549683,0.9033816425120773
8,Samsung,0.4995112414467253,0.1111111111111111,0.4301075268817204,0.36575052854122625,0.19764755303507667
9,Samsung,0.4995112414467253,0.23809523809523808,0.4301075268817204,0.36575052854122625,0.21865154379332072
10,Samsung,0.7497556207233627,0.23809523809523808,0.4301075268817204,0.36575052854122625,0.2396555345515648
11,Samsung,0.7497556207233627,0.23809523809523808,0.4301075268817204,0.36575052854122625,0.6009241755933628
12,Samsung,0.7497556207233627,0.49206349206349204,0.4301075268817204,0.36575052854122625,0.6597353497164461
13,Samsung,0.7497556207233627,1.0,0.4301075268817204,0.36575052854122625,0.7920604914933838
14,Xiaomi,0.4995112414467253,0.23809523809523808,0.4838709677419355,0.2642706131078224,0.12413358538122243
15,Xiaomi,0.37438905180840665,0.1111111111111111,0.4838709677419355,0.2642706131078224,0.08842680109220752
16,Xiaomi,0.4995112414467253,0.23809523809523808,0.4838709677419355,0.36575052854122625,0.1535391724427641
17,OPPO,1.0,0.49206349206349204,0.4946236559139785,0.6617336152219873,0.9369880277252678
18,OPPO,0.7497556207233627,0.23809523809523808,0.4946236559139785,0.6617336152219873,0.31947069943289225
19,OPPO,0.7497556207233627,0.49206349206349204,0.4946236559139785,0.6617336152219873,0.34047469019113635
20,realme,0.4995112414467253,0.1111111111111111,0.5376344086021505,0.36575052854122625,0.11153119092627599
21,realme,0.4995112414467253,0.23809523809523808,0.5376344086021505,0.36575052854122625,0.12833438353287124
22,realme,0.4995112414467253,0.49206349206349204,0.5376344086021505,0.36575052854122625,0.13253518168452005
23,vivo,0.4995112414467253,0.23809523809523808,0.4301075268817204,0.6617336152219873,0.1493383742911153
24,HONOR,0.7497556207233627,0.23809523809523808,0.5161290322580645,0.28118393234672306,0.1493383742911153
25,HONOR,0.7497556207233627,0.23809523809523808,0.6021505376344086,0.5433403805496828,0.1808443604284814
26,Tecno,0.4995112414467253,0.1111111111111111,0.4301075268817204,0.13742071881606766,0.06742281033396344
27,TCL,0.24926686217008798,0.047619047619047616,0.4301075268817204,0.06976744186046512,0.03171602604494854
28,iPhone,0.4995112414467253,0.1111111111111111,0.3763440860215054,0.1543340380549683,0.46859903381642515
29,iPhone,0.4995112414467253,0.49206349206349204,0.3763440860215054,0.1543340380549683,0.663936147868095
30,iPhone,0.4995112414467253,0.23809523809523808,0.3763440860215054,0.1543340380549683,0.5379122033186305
31,iPhone,0.4995112414467253,0.1111111111111111,0.3763440860215054,0.1543340380549683,0.3971854652383953
32,iPhone,0.4995112414467253,0.23809523809523808,0.3763440860215054,0.1543340380549683,0.47490023104389834
33,iPhone,0.4995112414467253,0.49206349206349204,0.3763440860215054,0.1543340380549683,0.6009241755933628
34,Samsung,0.7497556207233627,0.23809523809523808,0.4301075268817204,0.36575052854122625,0.49590422180214244
35,Samsung,0.7497556207233627,0.49206349206349204,0.4301075268817204,0.36575052854122625,0.5400126023944549
36,Samsung,0.4995112414467253,0.23809523809523808,0.4301075268817204,0.19661733615221988,0.13883637891199327
